rank,probe_dir,pair_id,steer_target,predicted,correct,sim_high_ref,sim_low_ref,margin,sim_to_predicted,judge_closer,tie
242,probe_checkpoints.withDefense484Only,gemini-00074,high,low,False,0.1000,0.1000,+0.0000,0.1000,low,True
243,probe_checkpoints.withRegularGullibility,gemini-00001,low,low,True,0.0000,0.0000,+0.0000,0.0000,low,True
244,probe_checkpoints.withDefense484Only,gemini-00001,low,low,True,0.0000,0.0000,+0.0000,0.0000,low,True
245,probe_checkpoints.withDefense484Only,gemini-00001,high,low,False,0.0000,0.0000,+0.0000,0.0000,low,True
246,probe_checkpoints.withDefense484Only,gemini-00005,low,low,True,0.0000,0.0000,+0.0000,0.0000,low,True
247,probe_checkpoints.withDefense484Only,gemini-00014,high,high,True,0.0000,0.0000,+0.0000,0.0000,high,True
248,probe_checkpoints.withRegularGullibility,gemini-00020,low,high,False,0.0000,0.0000,+0.0000,0.0000,high,True
249,probe_checkpoints.withDefense484Only,gemini-00026,high,low,False,0.0000,0.0000,+0.0000,0.0000,low,True
250,probe_checkpoints.withDefense484Only,gemini-00027,high,low,False,0.0000,0.0000,+0.0000,0.0000,low,True
251,probe_checkpoints.withDefense484Only,gemini-00037,low,low,True,0.0000,0.0000,+0.0000,0.0000,low,True
252,probe_checkpoints.withDefense484Only,gemini-00056,high,high,True,0.0000,0.0000,+0.0000,0.0000,high,True
253,probe_checkpoints.withRegularGullibility,gemini-00056,high,high,True,0.0000,0.0000,+0.0000,0.0000,high,True
254,probe_checkpoints.withDefense484Only,gemini-00080,high,high,True,0.0000,0.0000,+0.0000,0.0000,high,True
255,probe_checkpoints.withRegularGullibility,gemini-00083,low,high,False,0.0000,0.0000,+0.0000,0.0000,high,True
256,probe_checkpoints.withDefense484Only,gemini-00085,high,low,False,0.0000,0.0000,+0.0000,0.0000,low,True
257,probe_checkpoints.withDefense484Only,gemini-00090,high,low,False,0.0000,0.0000,+0.0000,0.0000,low,True
258,probe_checkpoints.withRegularGullibility,gemini-00105,high,low,False,0.0000,0.0000,+0.0000,0.0000,low,True
259,probe_checkpoints.withRegularGullibility,gemini-00117,high,high,True,0.0000,0.0000,+0.0000,0.0000,high,True
260,probe_checkpoints.withRegularGullibility,gemini-00127,high,high,True,0.0000,0.0000,+0.0000,0.0000,high,True
