rank,probe_dir,pair_id,steer_target,predicted,correct,sim_high_ref,sim_low_ref,margin,sim_to_predicted,judge_closer,tie
246,probe_checkpoints.withRegularGullibility,sol-00048,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
247,probe_checkpoints.withRegularGullibility,sol-00049,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
248,probe_checkpoints.withRegularGullibility,sol-00050,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
249,probe_checkpoints.withRegularGullibility,sol-00051,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
250,probe_checkpoints.withRegularGullibility,sol-00051,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
251,probe_checkpoints.withDefense484Only,sol-00052,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
252,probe_checkpoints.withRegularGullibility,sol-00052,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
253,probe_checkpoints.withDefense484Only,sol-00056,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
254,probe_checkpoints.withRegularGullibility,sol-00056,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
255,probe_checkpoints.withRegularGullibility,sol-00057,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
256,probe_checkpoints.withDefense484Only,sol-00058,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
257,probe_checkpoints.withRegularGullibility,sol-00058,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
258,probe_checkpoints.withRegularGullibility,sol-00059,low,low,True,0.3000,0.8500,-0.5500,0.8500,low,False
259,probe_checkpoints.withDefense484Only,sol-00060,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
260,probe_checkpoints.withRegularGullibility,sol-00060,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
261,probe_checkpoints.withDefense484Only,sol-00061,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
262,probe_checkpoints.withRegularGullibility,sol-00061,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
263,probe_checkpoints.withRegularGullibility,sol-00062,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
264,probe_checkpoints.withRegularGullibility,sol-00064,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
265,probe_checkpoints.withRegularGullibility,sol-00062,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
266,probe_checkpoints.withRegularGullibility,sol-00063,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
267,probe_checkpoints.withDefense484Only,sol-00063,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
268,probe_checkpoints.withRegularGullibility,sol-00065,high,low,False,0.2500,0.8500,-0.6000,0.8500,low,False
269,probe_checkpoints.withDefense484Only,sol-00067,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
270,probe_checkpoints.withRegularGullibility,sol-00067,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
271,probe_checkpoints.withRegularGullibility,sol-00068,high,low,False,0.2500,0.8500,-0.6000,0.8500,low,False
272,probe_checkpoints.withDefense484Only,sol-00069,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
273,probe_checkpoints.withRegularGullibility,sol-00069,low,high,False,0.8500,0.4500,+0.4000,0.8500,high,False
274,probe_checkpoints.withRegularGullibility,sol-00070,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
275,probe_checkpoints.withDefense484Only,sol-00071,high,low,False,0.5500,0.8500,-0.3000,0.8500,low,False
276,probe_checkpoints.withDefense484Only,sol-00073,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
277,probe_checkpoints.withRegularGullibility,sol-00073,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
278,probe_checkpoints.withDefense484Only,sol-00074,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
279,probe_checkpoints.withRegularGullibility,sol-00074,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
280,probe_checkpoints.withDefense484Only,sol-00075,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
281,probe_checkpoints.withRegularGullibility,sol-00075,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
282,probe_checkpoints.withDefense484Only,sol-00076,low,low,True,0.2000,0.8500,-0.6500,0.8500,low,False
283,probe_checkpoints.withDefense484Only,sol-00076,high,low,False,0.5500,0.8500,-0.3000,0.8500,low,False
284,probe_checkpoints.withRegularGullibility,sol-00076,high,low,False,0.5500,0.8500,-0.3000,0.8500,low,False
285,probe_checkpoints.withDefense484Only,sol-00077,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
286,probe_checkpoints.withDefense484Only,sol-00078,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
287,probe_checkpoints.withRegularGullibility,sol-00078,low,high,False,0.8500,0.5000,+0.3500,0.8500,high,False
288,probe_checkpoints.withDefense484Only,sol-00079,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
289,probe_checkpoints.withRegularGullibility,sol-00079,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
290,probe_checkpoints.withDefense484Only,sol-00080,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
291,probe_checkpoints.withRegularGullibility,sol-00080,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
292,probe_checkpoints.withDefense484Only,sol-00081,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
293,probe_checkpoints.withDefense484Only,sol-00083,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
294,probe_checkpoints.withRegularGullibility,sol-00083,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
295,probe_checkpoints.withDefense484Only,sol-00084,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
296,probe_checkpoints.withRegularGullibility,sol-00084,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
297,probe_checkpoints.withRegularGullibility,sol-00085,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
298,probe_checkpoints.withDefense484Only,sol-00088,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
299,probe_checkpoints.withDefense484Only,sol-00089,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
300,probe_checkpoints.withRegularGullibility,sol-00089,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
301,probe_checkpoints.withDefense484Only,sol-00090,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
302,probe_checkpoints.withRegularGullibility,sol-00090,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
303,probe_checkpoints.withDefense484Only,sol-00091,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
304,probe_checkpoints.withDefense484Only,sol-00091,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
305,probe_checkpoints.withRegularGullibility,sol-00091,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
306,probe_checkpoints.withDefense484Only,sol-00092,low,low,True,0.4000,0.8500,-0.4500,0.8500,low,False
307,probe_checkpoints.withRegularGullibility,sol-00092,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
308,probe_checkpoints.withRegularGullibility,sol-00093,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
309,probe_checkpoints.withDefense484Only,sol-00094,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
310,probe_checkpoints.withRegularGullibility,sol-00094,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
311,probe_checkpoints.withRegularGullibility,sol-00094,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
312,probe_checkpoints.withRegularGullibility,sol-00095,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
313,probe_checkpoints.withDefense484Only,sol-00096,high,high,True,0.8500,0.1500,+0.7000,0.8500,high,False
314,probe_checkpoints.withDefense484Only,sol-00096,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
315,probe_checkpoints.withRegularGullibility,sol-00096,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
316,probe_checkpoints.withDefense484Only,sol-00098,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
317,probe_checkpoints.withRegularGullibility,sol-00098,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
318,probe_checkpoints.withDefense484Only,sol-00099,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
319,probe_checkpoints.withRegularGullibility,sol-00099,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
320,probe_checkpoints.withRegularGullibility,sol-00099,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
321,probe_checkpoints.withRegularGullibility,sol-00102,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
322,probe_checkpoints.withDefense484Only,sol-00103,low,high,False,0.8500,0.0000,+0.8500,0.8500,high,False
323,probe_checkpoints.withRegularGullibility,sol-00103,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
324,probe_checkpoints.withDefense484Only,sol-00104,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
325,probe_checkpoints.withDefense484Only,sol-00104,high,high,True,0.8500,0.4000,+0.4500,0.8500,high,False
326,probe_checkpoints.withRegularGullibility,sol-00104,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
327,probe_checkpoints.withRegularGullibility,sol-00104,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
328,probe_checkpoints.withRegularGullibility,sol-00106,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
329,probe_checkpoints.withDefense484Only,sol-00108,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
330,probe_checkpoints.withRegularGullibility,sol-00108,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
331,probe_checkpoints.withDefense484Only,sol-00109,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
332,probe_checkpoints.withRegularGullibility,sol-00109,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
333,probe_checkpoints.withDefense484Only,sol-00110,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
334,probe_checkpoints.withRegularGullibility,sol-00110,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
335,probe_checkpoints.withRegularGullibility,sol-00110,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
336,probe_checkpoints.withDefense484Only,sol-00111,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
337,probe_checkpoints.withRegularGullibility,sol-00111,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
338,probe_checkpoints.withDefense484Only,sol-00115,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
339,probe_checkpoints.withRegularGullibility,sol-00115,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
340,probe_checkpoints.withDefense484Only,sol-00116,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
341,probe_checkpoints.withDefense484Only,sol-00117,low,high,False,0.8500,0.5000,+0.3500,0.8500,high,False
342,probe_checkpoints.withDefense484Only,sol-00117,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
343,probe_checkpoints.withRegularGullibility,sol-00117,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
344,probe_checkpoints.withRegularGullibility,sol-00117,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
345,probe_checkpoints.withDefense484Only,sol-00118,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
346,probe_checkpoints.withDefense484Only,sol-00118,high,high,True,0.8500,0.5500,+0.3000,0.8500,high,False
347,probe_checkpoints.withRegularGullibility,sol-00118,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
348,probe_checkpoints.withRegularGullibility,sol-00119,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
349,probe_checkpoints.withDefense484Only,sol-00120,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
350,probe_checkpoints.withRegularGullibility,sol-00120,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
351,probe_checkpoints.withRegularGullibility,sol-00120,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
352,probe_checkpoints.withDefense484Only,sol-00121,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
353,probe_checkpoints.withRegularGullibility,sol-00121,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
354,probe_checkpoints.withRegularGullibility,sol-00122,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
355,probe_checkpoints.withRegularGullibility,sol-00122,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
356,probe_checkpoints.withDefense484Only,sol-00124,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
357,probe_checkpoints.withDefense484Only,sol-00127,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
358,probe_checkpoints.withRegularGullibility,sol-00127,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
359,probe_checkpoints.withDefense484Only,sol-00128,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
360,probe_checkpoints.withDefense484Only,sol-00129,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
361,probe_checkpoints.withDefense484Only,sol-00129,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
362,probe_checkpoints.withRegularGullibility,sol-00129,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
363,probe_checkpoints.withRegularGullibility,sol-00129,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
364,probe_checkpoints.withRegularGullibility,sol-00130,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
365,probe_checkpoints.withDefense484Only,sol-00132,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
366,probe_checkpoints.withDefense484Only,sol-00133,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
367,probe_checkpoints.withDefense484Only,sol-00133,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
368,probe_checkpoints.withDefense484Only,sol-00134,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
369,probe_checkpoints.withDefense484Only,sol-00134,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
370,probe_checkpoints.withRegularGullibility,sol-00134,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
371,probe_checkpoints.withDefense484Only,sol-00135,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
372,probe_checkpoints.withRegularGullibility,sol-00135,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
373,probe_checkpoints.withDefense484Only,sol-00136,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
374,probe_checkpoints.withDefense484Only,sol-00137,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
375,probe_checkpoints.withDefense484Only,sol-00137,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
376,probe_checkpoints.withRegularGullibility,sol-00137,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
377,probe_checkpoints.withRegularGullibility,sol-00138,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
378,probe_checkpoints.withDefense484Only,sol-00139,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
379,probe_checkpoints.withRegularGullibility,sol-00139,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
380,probe_checkpoints.withDefense484Only,sol-00141,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
381,probe_checkpoints.withRegularGullibility,sol-00141,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
382,probe_checkpoints.withRegularGullibility,sol-00141,high,high,True,0.8500,0.4000,+0.4500,0.8500,high,False
383,probe_checkpoints.withDefense484Only,sol-00142,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
384,probe_checkpoints.withDefense484Only,sol-00144,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
385,probe_checkpoints.withRegularGullibility,sol-00144,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
386,probe_checkpoints.withDefense484Only,sol-00146,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
387,probe_checkpoints.withRegularGullibility,sol-00146,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
388,probe_checkpoints.withRegularGullibility,sol-00146,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
389,probe_checkpoints.withDefense484Only,sol-00147,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
390,probe_checkpoints.withRegularGullibility,sol-00147,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
391,probe_checkpoints.withDefense484Only,sol-00148,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
392,probe_checkpoints.withDefense484Only,sol-00150,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
393,probe_checkpoints.withRegularGullibility,sol-00150,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
394,probe_checkpoints.withRegularGullibility,sol-00151,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
395,probe_checkpoints.withRegularGullibility,sol-00152,high,high,True,0.8500,0.8000,+0.0500,0.8500,high,False
396,probe_checkpoints.withDefense484Only,sol-00153,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
397,probe_checkpoints.withRegularGullibility,sol-00153,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
398,probe_checkpoints.withRegularGullibility,sol-00154,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
399,probe_checkpoints.withDefense484Only,sol-00155,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
400,probe_checkpoints.withDefense484Only,sol-00155,high,high,True,0.8500,0.8000,+0.0500,0.8500,high,False
401,probe_checkpoints.withRegularGullibility,sol-00155,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
402,probe_checkpoints.withRegularGullibility,sol-00155,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
403,probe_checkpoints.withRegularGullibility,sol-00157,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
404,probe_checkpoints.withDefense484Only,sol-00158,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
405,probe_checkpoints.withDefense484Only,sol-00158,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
406,probe_checkpoints.withDefense484Only,sol-00160,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
407,probe_checkpoints.withDefense484Only,sol-00160,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
408,probe_checkpoints.withDefense484Only,sol-00161,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
409,probe_checkpoints.withRegularGullibility,sol-00161,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
410,probe_checkpoints.withDefense484Only,sol-00162,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
411,probe_checkpoints.withDefense484Only,sol-00164,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
412,probe_checkpoints.withRegularGullibility,sol-00164,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
413,probe_checkpoints.withRegularGullibility,sol-00164,high,low,False,0.7000,0.8500,-0.1500,0.8500,low,False
414,probe_checkpoints.withDefense484Only,sol-00165,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
415,probe_checkpoints.withDefense484Only,sol-00166,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
416,probe_checkpoints.withDefense484Only,sol-00166,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
417,probe_checkpoints.withDefense484Only,sol-00167,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
418,probe_checkpoints.withDefense484Only,sol-00168,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
419,probe_checkpoints.withDefense484Only,sol-00169,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
420,probe_checkpoints.withRegularGullibility,sol-00169,high,low,False,0.2500,0.8500,-0.6000,0.8500,low,False
421,probe_checkpoints.withDefense484Only,sol-00171,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
422,probe_checkpoints.withRegularGullibility,sol-00171,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
423,probe_checkpoints.withDefense484Only,sol-00172,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
424,probe_checkpoints.withDefense484Only,sol-00173,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
425,probe_checkpoints.withDefense484Only,sol-00174,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
426,probe_checkpoints.withDefense484Only,sol-00175,high,low,False,0.7000,0.8500,-0.1500,0.8500,low,False
427,probe_checkpoints.withRegularGullibility,sol-00175,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
428,probe_checkpoints.withDefense484Only,sol-00176,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
429,probe_checkpoints.withRegularGullibility,sol-00176,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
430,probe_checkpoints.withRegularGullibility,sol-00176,high,low,False,0.5500,0.8500,-0.3000,0.8500,low,False
431,probe_checkpoints.withDefense484Only,sol-00177,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
432,probe_checkpoints.withRegularGullibility,sol-00177,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
433,probe_checkpoints.withRegularGullibility,sol-00178,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
434,probe_checkpoints.withRegularGullibility,sol-00179,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
435,probe_checkpoints.withDefense484Only,sol-00181,high,high,True,0.8500,0.5500,+0.3000,0.8500,high,False
436,probe_checkpoints.withRegularGullibility,sol-00182,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
437,probe_checkpoints.withRegularGullibility,sol-00183,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
438,probe_checkpoints.withDefense484Only,sol-00184,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
439,probe_checkpoints.withRegularGullibility,sol-00184,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
440,probe_checkpoints.withRegularGullibility,sol-00185,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
441,probe_checkpoints.withDefense484Only,sol-00186,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
442,probe_checkpoints.withRegularGullibility,sol-00186,low,low,True,0.2000,0.8500,-0.6500,0.8500,low,False
443,probe_checkpoints.withDefense484Only,sol-00187,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
444,probe_checkpoints.withDefense484Only,sol-00189,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
445,probe_checkpoints.withDefense484Only,sol-00190,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
446,probe_checkpoints.withRegularGullibility,sol-00190,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
447,probe_checkpoints.withRegularGullibility,sol-00190,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
448,probe_checkpoints.withDefense484Only,sol-00191,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
449,probe_checkpoints.withRegularGullibility,sol-00191,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
450,probe_checkpoints.withRegularGullibility,sol-00191,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
451,probe_checkpoints.withDefense484Only,sol-00192,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
452,probe_checkpoints.withRegularGullibility,sol-00192,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
453,probe_checkpoints.withRegularGullibility,sol-00192,high,low,False,0.5500,0.8500,-0.3000,0.8500,low,False
454,probe_checkpoints.withDefense484Only,sol-00193,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
455,probe_checkpoints.withRegularGullibility,sol-00193,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
456,probe_checkpoints.withDefense484Only,sol-00194,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
457,probe_checkpoints.withDefense484Only,sol-00195,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
458,probe_checkpoints.withRegularGullibility,sol-00195,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
459,probe_checkpoints.withRegularGullibility,sol-00195,high,low,False,0.2500,0.8500,-0.6000,0.8500,low,False
460,probe_checkpoints.withRegularGullibility,sol-00196,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
461,probe_checkpoints.withDefense484Only,sol-00197,low,high,False,0.8500,0.6500,+0.2000,0.8500,high,False
462,probe_checkpoints.withDefense484Only,sol-00198,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
463,probe_checkpoints.withRegularGullibility,sol-00199,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
464,probe_checkpoints.withRegularGullibility,sol-00199,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
465,probe_checkpoints.withDefense484Only,sol-00200,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
466,probe_checkpoints.withRegularGullibility,sol-00200,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
467,probe_checkpoints.withRegularGullibility,sol-00203,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
468,probe_checkpoints.withRegularGullibility,sol-00203,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
469,probe_checkpoints.withDefense484Only,sol-00204,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
470,probe_checkpoints.withRegularGullibility,sol-00204,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
471,probe_checkpoints.withRegularGullibility,sol-00205,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
472,probe_checkpoints.withDefense484Only,sol-00206,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
473,probe_checkpoints.withDefense484Only,sol-00207,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
474,probe_checkpoints.withDefense484Only,sol-00210,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
475,probe_checkpoints.withRegularGullibility,sol-00210,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
476,probe_checkpoints.withDefense484Only,sol-00211,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
477,probe_checkpoints.withDefense484Only,sol-00214,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
478,probe_checkpoints.withRegularGullibility,sol-00214,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
479,probe_checkpoints.withDefense484Only,sol-00215,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
480,probe_checkpoints.withRegularGullibility,sol-00215,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
481,probe_checkpoints.withDefense484Only,sol-00216,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
482,probe_checkpoints.withRegularGullibility,sol-00216,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
483,probe_checkpoints.withDefense484Only,sol-00218,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
484,probe_checkpoints.withRegularGullibility,sol-00218,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
485,probe_checkpoints.withDefense484Only,sol-00219,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
486,probe_checkpoints.withDefense484Only,sol-00219,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
487,probe_checkpoints.withRegularGullibility,sol-00219,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
488,probe_checkpoints.withRegularGullibility,sol-00219,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
489,probe_checkpoints.withDefense484Only,sol-00220,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
490,probe_checkpoints.withRegularGullibility,sol-00220,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
491,probe_checkpoints.withDefense484Only,sol-00221,high,high,True,0.8500,0.1500,+0.7000,0.8500,high,False
